Plant Name,Scientific Name,Forest Type,Peak Season,Height (m),Famous Forest,Soil Type,Land Area Found,City,Region,Unique Fact,Endemic to India,Conservation Status,Medicinal Use,Season,Most Active Time
Coconut,Cocos nucifera,Tropical Rainforest,Winter,12,Himalayan Forests,Red,Plains,Jaipur,West India,Used in shipbuilding,Yes,Least Concern,Yes,Autumn,Night
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Sundarbans,Red,Plains,Kolkata,East India,Source of sandalwood oil,Yes,Near Threatened,No,Spring,Night
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Jim Corbett National Park,Laterite,Hills,Guwahati,Northeast India,High commercial value,Yes,Least Concern,No,Monsoon,Both
Teak,Tectona grandis,Deciduous Forest,Winter,35,Sundarbans,Red,Plains,Shimla,North India,High commercial value,Yes,Near Threatened,No,Winter,Both
Teak,Tectona grandis,Dry Thorn Forest,Summer,35,Sundarbans,Alluvial,Riverbanks,Shimla,North India,High commercial value,No,Least Concern,Yes,Summer,Both
Teak,Tectona grandis,Deciduous Forest,Monsoon,35,Himalayan Forests,Red,Wetlands,Shimla,North India,High commercial value,Yes,Near Threatened,No,Winter,Both
Teak,Tectona grandis,Mangrove Forest,Winter,35,Sundarbans,Alluvial,Wetlands,Chennai,South India,High commercial value,No,Near Threatened,No,Winter,Day
Banyan,Ficus benghalensis,Deciduous Forest,Spring,30,Sundarbans,Alluvial,Riverbanks,Jaipur,West India,Host to diverse epiphytes,Yes,Critically Endangered,Yes,Spring,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Spring,15,Jim Corbett National Park,Red,Wetlands,Shimla,North India,Important timber species,No,Least Concern,No,Summer,Both
Sandalwood,Santalum album,Deciduous Forest,Spring,10,Jim Corbett National Park,Alluvial,Coastal Areas,Jaipur,West India,Fire-resistant bark,Yes,Near Threatened,Yes,Autumn,Night
Neem,Azadirachta indica,Tropical Rainforest,Spring,20,Jim Corbett National Park,Sandy,Wetlands,Delhi,North India,Used in Ayurveda,No,Near Threatened,No,Summer,Night
Neem,Azadirachta indica,Montane Forest,Monsoon,20,Western Ghats,Sandy,Hills,Bangalore,South India,Used in Ayurveda,No,Critically Endangered,Yes,Autumn,Day
Rosewood,Dalbergia latifolia,Tropical Rainforest,Summer,15,Western Ghats,Black,Wetlands,Hyderabad,South India,Important timber species,Yes,Near Threatened,Yes,Monsoon,Night
Neem,Azadirachta indica,Mangrove Forest,Summer,20,Western Ghats,Black,Riverbanks,Hyderabad,South India,Used in Ayurveda,No,Near Threatened,Yes,Summer,Day
Rosewood,Dalbergia latifolia,Tropical Rainforest,Autumn,15,Sundarbans,Alluvial,Plains,Delhi,North India,Important timber species,No,Least Concern,Yes,Autumn,Both
Jamun,Syzygium cumini,Mangrove Forest,Autumn,22,Sundarbans,Laterite,Plains,Hyderabad,South India,National tree of India,No,Least Concern,Yes,Summer,Night
Rosewood,Dalbergia latifolia,Mangrove Forest,Autumn,15,Sundarbans,Laterite,Coastal Areas,Guwahati,Northeast India,Important timber species,No,Least Concern,No,Summer,Day
Banyan,Ficus benghalensis,Mangrove Forest,Spring,30,Kaziranga,Red,Wetlands,Shimla,North India,Host to diverse epiphytes,No,Least Concern,Yes,Summer,Night
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Western Ghats,Laterite,Plains,Hyderabad,South India,Source of sandalwood oil,No,Critically Endangered,Yes,Monsoon,Night
Peepal,Ficus religiosa,Montane Forest,Spring,25,Western Ghats,Laterite,Plains,Chennai,South India,Sacred in Hinduism,No,Near Threatened,Yes,Summer,Both
Coconut,Cocos nucifera,Tropical Rainforest,Winter,12,Western Ghats,Alluvial,Hills,Chennai,South India,Used in shipbuilding,No,Least Concern,No,Monsoon,Night
Sandalwood,Santalum album,Tropical Rainforest,Autumn,10,Sundarbans,Alluvial,Riverbanks,Hyderabad,South India,Fire-resistant bark,Yes,Critically Endangered,No,Summer,Both
Neem,Azadirachta indica,Mangrove Forest,Spring,20,Western Ghats,Laterite,Wetlands,Kolkata,East India,Used in Ayurveda,Yes,Near Threatened,No,Monsoon,Day
Teak,Tectona grandis,Deciduous Forest,Summer,35,Sundarbans,Red,Hills,Shimla,North India,High commercial value,No,Least Concern,No,Monsoon,Night
Coconut,Cocos nucifera,Tropical Rainforest,Spring,12,Himalayan Forests,Sandy,Wetlands,Hyderabad,South India,Used in shipbuilding,No,Critically Endangered,No,Spring,Day
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Himalayan Forests,Black,Coastal Areas,Chennai,South India,National tree of India,Yes,Near Threatened,No,Spring,Both
Banyan,Ficus benghalensis,Montane Forest,Winter,30,Sundarbans,Alluvial,Hills,Jaipur,West India,Host to diverse epiphytes,No,Least Concern,Yes,Summer,Night
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Western Ghats,Red,Wetlands,Kolkata,East India,Fire-resistant bark,No,Least Concern,Yes,Monsoon,Both
Sandalwood,Santalum album,Montane Forest,Winter,10,Himalayan Forests,Red,Hills,Delhi,North India,Fire-resistant bark,Yes,Least Concern,No,Autumn,Night
Neem,Azadirachta indica,Montane Forest,Winter,20,Western Ghats,Alluvial,Plains,Shimla,North India,Used in Ayurveda,No,Near Threatened,No,Winter,Night
Sal,Shorea robusta,Dry Thorn Forest,Winter,40,Himalayan Forests,Laterite,Wetlands,Delhi,North India,Source of sandalwood oil,Yes,Near Threatened,No,Summer,Both
Rosewood,Dalbergia latifolia,Mangrove Forest,Monsoon,15,Himalayan Forests,Sandy,Plains,Delhi,North India,Important timber species,No,Critically Endangered,Yes,Winter,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Autumn,22,Western Ghats,Black,Riverbanks,Guwahati,Northeast India,National tree of India,No,Least Concern,No,Spring,Both
Rosewood,Dalbergia latifolia,Tropical Rainforest,Autumn,15,Western Ghats,Red,Wetlands,Shimla,North India,Important timber species,No,Least Concern,No,Spring,Day
Sal,Shorea robusta,Montane Forest,Spring,40,Sundarbans,Black,Plains,Hyderabad,South India,Source of sandalwood oil,Yes,Near Threatened,No,Summer,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Spring,22,Himalayan Forests,Laterite,Riverbanks,Guwahati,Northeast India,National tree of India,Yes,Critically Endangered,No,Spring,Night
Peepal,Ficus religiosa,Tropical Rainforest,Monsoon,25,Himalayan Forests,Alluvial,Plains,Shimla,North India,Sacred in Hinduism,Yes,Least Concern,Yes,Monsoon,Both
Sal,Shorea robusta,Tropical Rainforest,Summer,40,Jim Corbett National Park,Black,Coastal Areas,Mumbai,West India,Source of sandalwood oil,Yes,Least Concern,Yes,Monsoon,Day
Peepal,Ficus religiosa,Deciduous Forest,Summer,25,Jim Corbett National Park,Sandy,Wetlands,Shimla,North India,Sacred in Hinduism,Yes,Near Threatened,Yes,Winter,Night
Sandalwood,Santalum album,Dry Thorn Forest,Autumn,10,Himalayan Forests,Sandy,Coastal Areas,Hyderabad,South India,Fire-resistant bark,Yes,Least Concern,Yes,Monsoon,Both
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Jim Corbett National Park,Alluvial,Coastal Areas,Bangalore,South India,Source of sandalwood oil,No,Least Concern,Yes,Spring,Night
Sandalwood,Santalum album,Dry Thorn Forest,Autumn,10,Kaziranga,Sandy,Hills,Jaipur,West India,Fire-resistant bark,Yes,Near Threatened,No,Summer,Both
Sal,Shorea robusta,Deciduous Forest,Summer,40,Kaziranga,Red,Hills,Kolkata,East India,Source of sandalwood oil,No,Critically Endangered,Yes,Monsoon,Night
Sandalwood,Santalum album,Tropical Rainforest,Autumn,10,Sundarbans,Sandy,Wetlands,Hyderabad,South India,Fire-resistant bark,No,Near Threatened,No,Spring,Night
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Himalayan Forests,Black,Hills,Jaipur,West India,National tree of India,No,Least Concern,No,Spring,Night
Mango,Mangifera indica,Dry Thorn Forest,Monsoon,18,Jim Corbett National Park,Red,Wetlands,Jaipur,West India,Attracts fruit bats,Yes,Least Concern,Yes,Autumn,Day
Jamun,Syzygium cumini,Dry Thorn Forest,Monsoon,22,Western Ghats,Sandy,Coastal Areas,Chennai,South India,National tree of India,Yes,Least Concern,No,Autumn,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Spring,22,Kaziranga,Red,Riverbanks,Kolkata,East India,National tree of India,No,Least Concern,No,Winter,Both
Coconut,Cocos nucifera,Tropical Rainforest,Spring,12,Western Ghats,Alluvial,Plains,Mumbai,West India,Used in shipbuilding,No,Near Threatened,Yes,Autumn,Day
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Spring,15,Western Ghats,Alluvial,Wetlands,Kolkata,East India,Important timber species,No,Least Concern,No,Autumn,Day
Sal,Shorea robusta,Mangrove Forest,Monsoon,40,Kaziranga,Sandy,Coastal Areas,Shimla,North India,Source of sandalwood oil,No,Near Threatened,Yes,Winter,Night
Teak,Tectona grandis,Dry Thorn Forest,Winter,35,Jim Corbett National Park,Sandy,Wetlands,Kolkata,East India,High commercial value,Yes,Least Concern,No,Spring,Night
Sal,Shorea robusta,Dry Thorn Forest,Autumn,40,Jim Corbett National Park,Alluvial,Plains,Kolkata,East India,Source of sandalwood oil,No,Critically Endangered,Yes,Monsoon,Both
Sandalwood,Santalum album,Deciduous Forest,Summer,10,Kaziranga,Laterite,Coastal Areas,Kolkata,East India,Fire-resistant bark,No,Least Concern,Yes,Monsoon,Night
Sal,Shorea robusta,Tropical Rainforest,Autumn,40,Jim Corbett National Park,Red,Wetlands,Guwahati,Northeast India,Source of sandalwood oil,Yes,Least Concern,Yes,Winter,Day
Sal,Shorea robusta,Mangrove Forest,Summer,40,Western Ghats,Alluvial,Coastal Areas,Guwahati,Northeast India,Source of sandalwood oil,No,Critically Endangered,Yes,Autumn,Both
Sandalwood,Santalum album,Tropical Rainforest,Autumn,10,Sundarbans,Red,Hills,Jaipur,West India,Fire-resistant bark,Yes,Critically Endangered,No,Autumn,Both
Jamun,Syzygium cumini,Montane Forest,Summer,22,Jim Corbett National Park,Black,Riverbanks,Bhopal,Central India,National tree of India,Yes,Near Threatened,Yes,Monsoon,Day
Neem,Azadirachta indica,Mangrove Forest,Spring,20,Sundarbans,Black,Plains,Kolkata,East India,Used in Ayurveda,No,Near Threatened,No,Autumn,Day
Coconut,Cocos nucifera,Deciduous Forest,Monsoon,12,Jim Corbett National Park,Laterite,Plains,Mumbai,West India,Used in shipbuilding,No,Least Concern,Yes,Spring,Both
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Summer,15,Himalayan Forests,Laterite,Coastal Areas,Guwahati,Northeast India,Important timber species,No,Least Concern,Yes,Spring,Day
Banyan,Ficus benghalensis,Dry Thorn Forest,Monsoon,30,Kaziranga,Black,Hills,Kolkata,East India,Host to diverse epiphytes,No,Least Concern,Yes,Spring,Both
Sal,Shorea robusta,Tropical Rainforest,Winter,40,Sundarbans,Black,Hills,Bangalore,South India,Source of sandalwood oil,No,Critically Endangered,Yes,Summer,Day
Neem,Azadirachta indica,Tropical Rainforest,Monsoon,20,Sundarbans,Alluvial,Plains,Kolkata,East India,Used in Ayurveda,Yes,Least Concern,No,Winter,Both
Banyan,Ficus benghalensis,Tropical Rainforest,Autumn,30,Himalayan Forests,Black,Hills,Hyderabad,South India,Host to diverse epiphytes,Yes,Least Concern,Yes,Winter,Day
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Kaziranga,Laterite,Coastal Areas,Delhi,North India,National tree of India,No,Least Concern,Yes,Spring,Day
Sal,Shorea robusta,Montane Forest,Winter,40,Jim Corbett National Park,Red,Wetlands,Chennai,South India,Source of sandalwood oil,Yes,Critically Endangered,No,Spring,Day
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Jim Corbett National Park,Alluvial,Plains,Shimla,North India,High commercial value,No,Near Threatened,Yes,Summer,Both
Sal,Shorea robusta,Mangrove Forest,Autumn,40,Sundarbans,Laterite,Wetlands,Bangalore,South India,Source of sandalwood oil,Yes,Least Concern,Yes,Summer,Night
Peepal,Ficus religiosa,Deciduous Forest,Monsoon,25,Jim Corbett National Park,Red,Hills,Delhi,North India,Sacred in Hinduism,Yes,Near Threatened,No,Monsoon,Both
Sal,Shorea robusta,Montane Forest,Winter,40,Sundarbans,Black,Coastal Areas,Mumbai,West India,Source of sandalwood oil,No,Least Concern,Yes,Spring,Night
Sandalwood,Santalum album,Montane Forest,Monsoon,10,Western Ghats,Laterite,Hills,Bangalore,South India,Fire-resistant bark,No,Near Threatened,No,Spring,Day
Mango,Mangifera indica,Deciduous Forest,Summer,18,Kaziranga,Sandy,Wetlands,Shimla,North India,Attracts fruit bats,Yes,Least Concern,No,Monsoon,Day
Teak,Tectona grandis,Dry Thorn Forest,Monsoon,35,Himalayan Forests,Alluvial,Plains,Bangalore,South India,High commercial value,No,Near Threatened,Yes,Winter,Day
Mango,Mangifera indica,Tropical Rainforest,Monsoon,18,Kaziranga,Red,Riverbanks,Chennai,South India,Attracts fruit bats,No,Least Concern,No,Spring,Both
Neem,Azadirachta indica,Dry Thorn Forest,Summer,20,Jim Corbett National Park,Laterite,Coastal Areas,Bhopal,Central India,Used in Ayurveda,Yes,Least Concern,No,Winter,Night
Sal,Shorea robusta,Mangrove Forest,Spring,40,Jim Corbett National Park,Black,Plains,Bangalore,South India,Source of sandalwood oil,Yes,Least Concern,Yes,Monsoon,Day
Mango,Mangifera indica,Dry Thorn Forest,Winter,18,Sundarbans,Black,Riverbanks,Mumbai,West India,Attracts fruit bats,No,Near Threatened,No,Winter,Night
Peepal,Ficus religiosa,Dry Thorn Forest,Autumn,25,Kaziranga,Black,Hills,Bangalore,South India,Sacred in Hinduism,No,Least Concern,Yes,Autumn,Both
Sandalwood,Santalum album,Mangrove Forest,Spring,10,Sundarbans,Laterite,Wetlands,Guwahati,Northeast India,Fire-resistant bark,No,Least Concern,Yes,Autumn,Night
Teak,Tectona grandis,Mangrove Forest,Autumn,35,Kaziranga,Sandy,Plains,Guwahati,Northeast India,High commercial value,Yes,Critically Endangered,No,Winter,Day
Jamun,Syzygium cumini,Mangrove Forest,Monsoon,22,Sundarbans,Laterite,Wetlands,Delhi,North India,National tree of India,Yes,Least Concern,Yes,Summer,Both
Sandalwood,Santalum album,Dry Thorn Forest,Monsoon,10,Kaziranga,Red,Wetlands,Shimla,North India,Fire-resistant bark,No,Least Concern,No,Winter,Both
Jamun,Syzygium cumini,Dry Thorn Forest,Spring,22,Himalayan Forests,Laterite,Riverbanks,Hyderabad,South India,National tree of India,No,Least Concern,Yes,Autumn,Night
Banyan,Ficus benghalensis,Mangrove Forest,Monsoon,30,Kaziranga,Red,Hills,Delhi,North India,Host to diverse epiphytes,No,Critically Endangered,No,Autumn,Both
Sandalwood,Santalum album,Mangrove Forest,Summer,10,Sundarbans,Black,Coastal Areas,Kolkata,East India,Fire-resistant bark,No,Least Concern,Yes,Autumn,Night
Teak,Tectona grandis,Mangrove Forest,Summer,35,Sundarbans,Red,Hills,Shimla,North India,High commercial value,Yes,Near Threatened,No,Autumn,Day
Neem,Azadirachta indica,Dry Thorn Forest,Summer,20,Western Ghats,Alluvial,Riverbanks,Bhopal,Central India,Used in Ayurveda,No,Least Concern,Yes,Monsoon,Night
Teak,Tectona grandis,Dry Thorn Forest,Monsoon,35,Sundarbans,Black,Plains,Kolkata,East India,High commercial value,No,Least Concern,No,Summer,Day
Coconut,Cocos nucifera,Mangrove Forest,Winter,12,Jim Corbett National Park,Red,Riverbanks,Kolkata,East India,Used in shipbuilding,Yes,Near Threatened,No,Spring,Both
Teak,Tectona grandis,Dry Thorn Forest,Spring,35,Himalayan Forests,Sandy,Coastal Areas,Shimla,North India,High commercial value,No,Least Concern,No,Monsoon,Both
Neem,Azadirachta indica,Dry Thorn Forest,Winter,20,Western Ghats,Laterite,Coastal Areas,Delhi,North India,Used in Ayurveda,No,Near Threatened,No,Winter,Both
Teak,Tectona grandis,Dry Thorn Forest,Winter,35,Jim Corbett National Park,Alluvial,Coastal Areas,Chennai,South India,High commercial value,No,Critically Endangered,Yes,Winter,Day
Mango,Mangifera indica,Tropical Rainforest,Monsoon,18,Himalayan Forests,Laterite,Riverbanks,Bhopal,Central India,Attracts fruit bats,No,Critically Endangered,Yes,Monsoon,Day
Rosewood,Dalbergia latifolia,Dry Thorn Forest,Spring,15,Himalayan Forests,Laterite,Coastal Areas,Shimla,North India,Important timber species,Yes,Critically Endangered,Yes,Winter,Both
Neem,Azadirachta indica,Deciduous Forest,Monsoon,20,Western Ghats,Black,Wetlands,Hyderabad,South India,Used in Ayurveda,No,Least Concern,No,Autumn,Day
Coconut,Cocos nucifera,Dry Thorn Forest,Spring,12,Kaziranga,Alluvial,Plains,Jaipur,West India,Used in shipbuilding,No,Near Threatened,No,Monsoon,Night
Neem,Azadirachta indica,Deciduous Forest,Monsoon,20,Jim Corbett National Park,Alluvial,Wetlands,Bhopal,Central India,Used in Ayurveda,No,Least Concern,Yes,Spring,Night
Peepal,Ficus religiosa,Dry Thorn Forest,Summer,25,Jim Corbett National Park,Sandy,Hills,Jaipur,West India,Sacred in Hinduism,No,Near Threatened,No,Monsoon,Day
Neem,Azadirachta indica,Deciduous Forest,Summer,20,Western Ghats,Sandy,Riverbanks,Bhopal,Central India,Used in Ayurveda,No,Near Threatened,Yes,Summer,Both
Peepal,Ficus religiosa,Montane Forest,Summer,25,Jim Corbett National Park,Laterite,Hills,Mumbai,West India,Sacred in Hinduism,Yes,Least Concern,No,Autumn,Both
Banyan,Ficus benghalensis,Montane Forest,Monsoon,30,Sundarbans,Alluvial,Wetlands,Jaipur,West India,Host to diverse epiphytes,No,Near Threatened,No,Summer,Both
Sal,Shorea robusta,Montane Forest,Autumn,40,Himalayan Forests,Laterite,Riverbanks,Delhi,North India,Source of sandalwood oil,No,Least Concern,Yes,Spring,Day
Jamun,Syzygium cumini,Tropical Rainforest,Monsoon,22,Western Ghats,Sandy,Hills,Bhopal,Central India,National tree of India,Yes,Least Concern,Yes,Monsoon,Night
Neem,Azadirachta indica,Tropical Rainforest,Monsoon,20,Kaziranga,Red,Riverbanks,Delhi,North India,Used in Ayurveda,No,Least Concern,Yes,Summer,Night
Banyan,Ficus benghalensis,Montane Forest,Monsoon,30,Sundarbans,Laterite,Hills,Jaipur,West India,Host to diverse epiphytes,No,Least Concern,Yes,Spring,Both
Mango,Mangifera indica,Montane Forest,Winter,18,Sundarbans,Alluvial,Coastal Areas,Guwahati,Northeast India,Attracts fruit bats,Yes,Critically Endangered,Yes,Winter,Both
Sandalwood,Santalum album,Deciduous Forest,Autumn,10,Himalayan Forests,Red,Coastal Areas,Shimla,North India,Fire-resistant bark,Yes,Near Threatened,No,Monsoon,Day
Sandalwood,Santalum album,Mangrove Forest,Summer,10,Jim Corbett National Park,Laterite,Hills,Chennai,South India,Fire-resistant bark,Yes,Least Concern,Yes,Spring,Day
Coconut,Cocos nucifera,Deciduous Forest,Summer,12,Sundarbans,Alluvial,Coastal Areas,Shimla,North India,Used in shipbuilding,No,Least Concern,Yes,Autumn,Both
Jamun,Syzygium cumini,Tropical Rainforest,Monsoon,22,Jim Corbett National Park,Sandy,Plains,Bhopal,Central India,National tree of India,No,Least Concern,Yes,Winter,Night
Rosewood,Dalbergia latifolia,Deciduous Forest,Autumn,15,Sundarbans,Laterite,Riverbanks,Jaipur,West India,Important timber species,Yes,Least Concern,No,Summer,Night
Jamun,Syzygium cumini,Tropical Rainforest,Autumn,22,Kaziranga,Red,Coastal Areas,Bangalore,South India,National tree of India,Yes,Least Concern,No,Autumn,Day
Teak,Tectona grandis,Tropical Rainforest,Monsoon,35,Himalayan Forests,Sandy,Riverbanks,Kolkata,East India,High commercial value,No,Least Concern,Yes,Winter,Night
Banyan,Ficus benghalensis,Deciduous Forest,Autumn,30,Himalayan Forests,Alluvial,Plains,Chennai,South India,Host to diverse epiphytes,No,Critically Endangered,No,Summer,Night
Mango,Mangifera indica,Montane Forest,Spring,18,Kaziranga,Sandy,Plains,Mumbai,West India,Attracts fruit bats,No,Least Concern,No,Monsoon,Both
Peepal,Ficus religiosa,Mangrove Forest,Spring,25,Western Ghats,Laterite,Wetlands,Chennai,South India,Sacred in Hinduism,No,Least Concern,No,Monsoon,Both
Sal,Shorea robusta,Mangrove Forest,Autumn,40,Western Ghats,Laterite,Plains,Kolkata,East India,Source of sandalwood oil,Yes,Least Concern,Yes,Autumn,Day
Neem,Azadirachta indica,Tropical Rainforest,Summer,20,Himalayan Forests,Black,Wetlands,Delhi,North India,Used in Ayurveda,No,Least Concern,Yes,Winter,Night
Banyan,Ficus benghalensis,Montane Forest,Spring,30,Himalayan Forests,Alluvial,Plains,Delhi,North India,Host to diverse epiphytes,Yes,Least Concern,Yes,Monsoon,Day
Jamun,Syzygium cumini,Dry Thorn Forest,Summer,22,Western Ghats,Alluvial,Plains,Mumbai,West India,National tree of India,No,Near Threatened,No,Winter,Night
