name,city,forest,Season,active,Famous Forest for It,Food,Preferred Shelter Type,Unique Fact,Endemic Status,Conservation Status
Indian Elephant,Hyderabad,Thorn Forest,monsoon,morning,Bandhavgarh National Park,Herbivore,Water Bodies,Its venom is neurotoxic and highly potent.,No,
Blackbuck,Nagpur,Thorn Forest,monsoon,afternoon,Kaziranga National Park,Insectivore,Burrows,Uses its long tongue to extract termites from nests.,No,Least Concern
Indian Wolf,Kolkata,Mangrove,summer,afternoon,Kanha National Park,Herbivore,Caves,Can communicate using low-frequency rumbles.,No,
Indian Star Tortoise,Bhopal,Himalayan Forest,summer,night,Jim Corbett National Park,Omnivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,
One-Horned Rhinoceros,Chennai,Mangrove,monsoon,night,Ranthambore National Park,Omnivore,Caves,The longest venomous snake in the world.,No,Near Threatened
Blackbuck,Shimla,Thorn Forest,monsoon,night,Sundarbans,Carnivore,Burrows,Recognizable by its golden fur.,No,Least Concern
Golden Langur,Ranchi,Deciduous Forest,summer,afternoon,Kanha National Park,Omnivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,
Indian Leopard,Chennai,Thorn Forest,monsoon,night,Kaziranga National Park,Omnivore,Dense Trees,Survives in extreme cold temperatures.,No,Near Threatened
Bengal Tiger,Delhi,Himalayan Forest,winter,night,Bandhavgarh National Park,Herbivore,Dense Trees,Survives in extreme cold temperatures.,No,
Sloth Bear,Jaipur,Thorn Forest,monsoon,afternoon,Kanha National Park,Herbivore,Burrows,The only lion species found outside Africa.,No,Near Threatened
One-Horned Rhinoceros,Pune,Mangrove,winter,afternoon,Sundarbans,Insectivore,Water Bodies,Survives in extreme cold temperatures.,No,Near Threatened
Asiatic Lion,Dehradun,Deciduous Forest,winter,morning,Kaziranga National Park,Carnivore,Burrows,"Can weigh up to 2,200 kg.",No,Critically Endangered
Asiatic Lion,Lucknow,Thorn Forest,monsoon,afternoon,Hemis National Park,Carnivore,Dense Trees,Recognizable by its golden fur.,No,Critically Endangered
Bengal Tiger,Hyderabad,Mangrove,winter,night,Kaziranga National Park,Insectivore,Water Bodies,Largest species of wild cattle.,No,
Sloth Bear,Ranchi,Mangrove,monsoon,afternoon,Jim Corbett National Park,Insectivore,Dense Trees,Survives in extreme cold temperatures.,No,Near Threatened
Golden Langur,Ranchi,Thorn Forest,monsoon,afternoon,Ranthambore National Park,Carnivore,Dense Trees,Has the strongest bite force among big cats.,No,
One-Horned Rhinoceros,Lucknow,Deciduous Forest,monsoon,afternoon,Hemis National Park,Omnivore,Water Bodies,"Can weigh up to 2,200 kg.",No,Near Threatened
Indian Wolf,Hyderabad,Mangrove,winter,afternoon,Gir Forest,Insectivore,Water Bodies,One of the world's most elusive animals.,No,
Indian Leopard,Pune,Thorn Forest,winter,night,Periyar Wildlife Sanctuary,Carnivore,Water Bodies,Its venom is neurotoxic and highly potent.,No,Near Threatened
Bengal Tiger,Jaipur,Himalayan Forest,summer,night,Nagarhole National Park,Herbivore,Rocky Terrain,One of the world's most elusive animals.,No,
Golden Langur,Lucknow,Deciduous Forest,winter,afternoon,Ranthambore National Park,Carnivore,Caves,"Can weigh up to 2,200 kg.",No,
Asiatic Lion,Hyderabad,Tropical Rainforest,monsoon,afternoon,Ranthambore National Park,Carnivore,Water Bodies,One of the world's most elusive animals.,No,Critically Endangered
Golden Langur,Mumbai,Thorn Forest,monsoon,night,Nagarhole National Park,Insectivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,
Indian Leopard,Jaipur,Thorn Forest,winter,night,Periyar Wildlife Sanctuary,Carnivore,Water Bodies,The longest venomous snake in the world.,No,Near Threatened
Snow Leopard,Kolkata,Tropical Rainforest,monsoon,afternoon,Nagarhole National Park,Herbivore,Rocky Terrain,Can run at speeds of up to 80 km/h.,No,
Blackbuck,Pune,Himalayan Forest,monsoon,morning,Hemis National Park,Omnivore,Burrows,Can leap over 20 feet in a single bound.,No,Least Concern
Gaur,Pune,Deciduous Forest,winter,night,Kanha National Park,Omnivore,Caves,Can leap over 20 feet in a single bound.,No,
Indian Elephant,Delhi,Tropical Rainforest,winter,morning,Hemis National Park,Carnivore,Rocky Terrain,Can run at speeds of up to 80 km/h.,No,
King Cobra,Jaipur,Tropical Rainforest,winter,morning,Bandhavgarh National Park,Carnivore,Grasslands,The longest venomous snake in the world.,No,
Indian Star Tortoise,Bhopal,Tropical Rainforest,monsoon,morning,Jim Corbett National Park,Insectivore,Caves,One of the world's most elusive animals.,No,
Golden Langur,Guwahati,Himalayan Forest,summer,morning,Bandhavgarh National Park,Omnivore,Dense Trees,Can communicate using low-frequency rumbles.,No,
Indian Cobra,Bhopal,Mangrove,winter,afternoon,Periyar Wildlife Sanctuary,Herbivore,Grasslands,Can leap over 20 feet in a single bound.,No,
Asiatic Lion,Bengaluru,Thorn Forest,summer,afternoon,Bandhavgarh National Park,Carnivore,Rocky Terrain,Survives in extreme cold temperatures.,No,Critically Endangered
Snow Leopard,Mumbai,Deciduous Forest,winter,morning,Kanha National Park,Herbivore,Dense Trees,Can leap over 20 feet in a single bound.,No,
Indian Elephant,Guwahati,Thorn Forest,summer,afternoon,Nagarhole National Park,Carnivore,Water Bodies,Has the strongest bite force among big cats.,No,
Bengal Tiger,Jaipur,Mangrove,monsoon,night,Nagarhole National Park,Omnivore,Water Bodies,Its venom is neurotoxic and highly potent.,No,
Red Panda,Nagpur,Tropical Rainforest,summer,morning,Hemis National Park,Herbivore,Rocky Terrain,Can communicate using low-frequency rumbles.,No,
Bengal Tiger,Bhopal,Deciduous Forest,monsoon,night,Hemis National Park,Omnivore,Caves,The longest venomous snake in the world.,No,
Indian Elephant,Nagpur,Tropical Rainforest,summer,morning,Periyar Wildlife Sanctuary,Insectivore,Caves,Can run at speeds of up to 80 km/h.,No,
Golden Langur,Delhi,Tropical Rainforest,winter,afternoon,Hemis National Park,Carnivore,Water Bodies,Has the strongest bite force among big cats.,No,
Bengal Tiger,Ranchi,Thorn Forest,monsoon,night,Jim Corbett National Park,Carnivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,
Bengal Tiger,Guwahati,Tropical Rainforest,winter,night,Bandhavgarh National Park,Carnivore,Grasslands,"Hunts in packs, similar to African wild dogs.",No,
Snow Leopard,Lucknow,Tropical Rainforest,monsoon,afternoon,Bandhavgarh National Park,Carnivore,Dense Trees,"Can weigh up to 2,200 kg.",No,
One-Horned Rhinoceros,Chennai,Mangrove,winter,night,Ranthambore National Park,Carnivore,Caves,Uses its long tongue to extract termites from nests.,No,Near Threatened
Gaur,Kolkata,Himalayan Forest,winter,morning,Bandhavgarh National Park,Omnivore,Rocky Terrain,Can run at speeds of up to 80 km/h.,No,
Golden Langur,Lucknow,Tropical Rainforest,winter,afternoon,Gir Forest,Herbivore,Caves,Its venom is neurotoxic and highly potent.,No,
Snow Leopard,Mumbai,Himalayan Forest,monsoon,night,Hemis National Park,Omnivore,Caves,The only lion species found outside Africa.,No,
Snow Leopard,Dehradun,Mangrove,monsoon,morning,Kaziranga National Park,Omnivore,Burrows,Recognizable by its golden fur.,No,
Gaur,Delhi,Thorn Forest,monsoon,afternoon,Jim Corbett National Park,Herbivore,Rocky Terrain,Has a beautifully patterned shell for camouflage.,No,
Indian Star Tortoise,Lucknow,Himalayan Forest,monsoon,night,Bandhavgarh National Park,Carnivore,Burrows,Has a beautifully patterned shell for camouflage.,No,
Indian Star Tortoise,Kolkata,Thorn Forest,monsoon,afternoon,Bandhavgarh National Park,Carnivore,Rocky Terrain,The only lion species found outside Africa.,No,
Asiatic Lion,Kolkata,Mangrove,monsoon,morning,Gir Forest,Herbivore,Water Bodies,"Can weigh up to 2,200 kg.",No,Critically Endangered
Indian Leopard,Dehradun,Tropical Rainforest,winter,night,Sundarbans,Herbivore,Grasslands,Its venom is neurotoxic and highly potent.,No,Near Threatened
Red Panda,Hyderabad,Thorn Forest,monsoon,night,Bandhavgarh National Park,Herbivore,Grasslands,One of the world's most elusive animals.,No,
One-Horned Rhinoceros,Chennai,Thorn Forest,monsoon,afternoon,Jim Corbett National Park,Insectivore,Water Bodies,"Can weigh up to 2,200 kg.",No,Near Threatened
Indian Leopard,Hyderabad,Thorn Forest,summer,night,Nagarhole National Park,Herbivore,Grasslands,The only lion species found outside Africa.,No,Near Threatened
Red Panda,Chennai,Tropical Rainforest,monsoon,night,Kaziranga National Park,Carnivore,Grasslands,"Can weigh up to 2,200 kg.",No,
Blackbuck,Lucknow,Tropical Rainforest,summer,night,Hemis National Park,Carnivore,Caves,Has the strongest bite force among big cats.,No,Least Concern
King Cobra,Kolkata,Thorn Forest,winter,night,Jim Corbett National Park,Carnivore,Caves,Can run at speeds of up to 80 km/h.,No,
Indian Leopard,Bengaluru,Mangrove,monsoon,night,Jim Corbett National Park,Herbivore,Caves,"Can weigh up to 2,200 kg.",No,Near Threatened
Asiatic Lion,Ranchi,Mangrove,monsoon,afternoon,Periyar Wildlife Sanctuary,Herbivore,Dense Trees,Has a beautifully patterned shell for camouflage.,No,Critically Endangered
Indian Wolf,Lucknow,Himalayan Forest,winter,morning,Bandhavgarh National Park,Carnivore,Water Bodies,"Can weigh up to 2,200 kg.",No,
Indian Cobra,Chennai,Himalayan Forest,monsoon,night,Periyar Wildlife Sanctuary,Herbivore,Water Bodies,Largest species of wild cattle.,No,
One-Horned Rhinoceros,Nagpur,Deciduous Forest,monsoon,afternoon,Kanha National Park,Insectivore,Burrows,Can run at speeds of up to 80 km/h.,No,Near Threatened
Indian Wolf,Ranchi,Deciduous Forest,monsoon,afternoon,Hemis National Park,Carnivore,Burrows,Recognizable by its golden fur.,No,
Gaur,Jaipur,Thorn Forest,winter,morning,Kanha National Park,Carnivore,Rocky Terrain,Largest species of wild cattle.,No,
Red Panda,Guwahati,Tropical Rainforest,monsoon,night,Kanha National Park,Herbivore,Caves,Uses its long tongue to extract termites from nests.,No,
Golden Langur,Pune,Thorn Forest,monsoon,afternoon,Kanha National Park,Carnivore,Dense Trees,Uses its long tongue to extract termites from nests.,No,
Red Panda,Ranchi,Himalayan Forest,summer,afternoon,Jim Corbett National Park,Herbivore,Rocky Terrain,The only lion species found outside Africa.,No,
King Cobra,Guwahati,Mangrove,monsoon,morning,Ranthambore National Park,Carnivore,Rocky Terrain,One of the world's most elusive animals.,No,
Snow Leopard,Lucknow,Tropical Rainforest,monsoon,afternoon,Bandhavgarh National Park,Herbivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
King Cobra,Jaipur,Thorn Forest,summer,afternoon,Hemis National Park,Carnivore,Grasslands,Its venom is neurotoxic and highly potent.,No,
Bengal Tiger,Nagpur,Himalayan Forest,summer,night,Sundarbans,Carnivore,Grasslands,Has a beautifully patterned shell for camouflage.,No,
Asiatic Lion,Jaipur,Mangrove,monsoon,morning,Hemis National Park,Omnivore,Grasslands,Uses its long tongue to extract termites from nests.,No,Critically Endangered
King Cobra,Nagpur,Thorn Forest,monsoon,afternoon,Hemis National Park,Herbivore,Rocky Terrain,"Hunts in packs, similar to African wild dogs.",No,
One-Horned Rhinoceros,Dehradun,Mangrove,monsoon,night,Sundarbans,Omnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,Near Threatened
Sloth Bear,Pune,Mangrove,summer,morning,Gir Forest,Insectivore,Caves,One of the world's most elusive animals.,No,Near Threatened
Blackbuck,Dehradun,Mangrove,winter,afternoon,Periyar Wildlife Sanctuary,Herbivore,Water Bodies,"Hunts in packs, similar to African wild dogs.",No,Least Concern
One-Horned Rhinoceros,Mumbai,Deciduous Forest,summer,afternoon,Bandhavgarh National Park,Insectivore,Caves,The longest venomous snake in the world.,No,Near Threatened
Bengal Tiger,Guwahati,Deciduous Forest,winter,night,Hemis National Park,Omnivore,Water Bodies,Has the strongest bite force among big cats.,No,
Snow Leopard,Mumbai,Deciduous Forest,summer,afternoon,Gir Forest,Herbivore,Caves,The longest venomous snake in the world.,No,
Bengal Tiger,Nagpur,Deciduous Forest,monsoon,night,Jim Corbett National Park,Insectivore,Dense Trees,Has a beautifully patterned shell for camouflage.,No,
Blackbuck,Mumbai,Tropical Rainforest,monsoon,night,Periyar Wildlife Sanctuary,Carnivore,Dense Trees,"Hunts in packs, similar to African wild dogs.",No,Least Concern
Indian Elephant,Chennai,Himalayan Forest,winter,morning,Ranthambore National Park,Carnivore,Dense Trees,Largest species of wild cattle.,No,
One-Horned Rhinoceros,Hyderabad,Mangrove,winter,night,Kaziranga National Park,Carnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,Near Threatened
Indian Leopard,Pune,Tropical Rainforest,monsoon,night,Sundarbans,Herbivore,Burrows,Can communicate using low-frequency rumbles.,No,Near Threatened
Blackbuck,Shimla,Mangrove,summer,night,Sundarbans,Carnivore,Caves,Recognizable by its golden fur.,No,Least Concern
Indian Wolf,Delhi,Mangrove,summer,morning,Jim Corbett National Park,Omnivore,Rocky Terrain,Can run at speeds of up to 80 km/h.,No,
Asiatic Lion,Jaipur,Himalayan Forest,monsoon,night,Bandhavgarh National Park,Insectivore,Burrows,Has the strongest bite force among big cats.,No,Critically Endangered
Golden Langur,Guwahati,Tropical Rainforest,monsoon,afternoon,Hemis National Park,Carnivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
Blackbuck,Dehradun,Tropical Rainforest,summer,morning,Nagarhole National Park,Omnivore,Dense Trees,Uses its long tongue to extract termites from nests.,No,Least Concern
One-Horned Rhinoceros,Chennai,Thorn Forest,monsoon,morning,Nagarhole National Park,Carnivore,Dense Trees,Largest species of wild cattle.,No,Near Threatened
Indian Elephant,Ranchi,Mangrove,winter,morning,Kaziranga National Park,Insectivore,Grasslands,Can run at speeds of up to 80 km/h.,No,
Asiatic Lion,Ranchi,Mangrove,winter,night,Jim Corbett National Park,Omnivore,Rocky Terrain,Has a beautifully patterned shell for camouflage.,No,Critically Endangered
Gaur,Guwahati,Thorn Forest,monsoon,night,Kanha National Park,Herbivore,Rocky Terrain,Can run at speeds of up to 80 km/h.,No,
Golden Langur,Chennai,Himalayan Forest,monsoon,morning,Ranthambore National Park,Omnivore,Water Bodies,Survives in extreme cold temperatures.,No,
Snow Leopard,Hyderabad,Tropical Rainforest,monsoon,afternoon,Kanha National Park,Insectivore,Grasslands,One of the world's most elusive animals.,No,
Snow Leopard,Guwahati,Mangrove,winter,night,Kanha National Park,Carnivore,Rocky Terrain,Has a beautifully patterned shell for camouflage.,No,
Bengal Tiger,Bhopal,Mangrove,monsoon,night,Nagarhole National Park,Carnivore,Grasslands,Can run at speeds of up to 80 km/h.,No,
Red Panda,Kolkata,Himalayan Forest,summer,night,Hemis National Park,Omnivore,Caves,Its venom is neurotoxic and highly potent.,No,
Indian Cobra,Mumbai,Thorn Forest,monsoon,afternoon,Bandhavgarh National Park,Carnivore,Rocky Terrain,Largest species of wild cattle.,No,
Bengal Tiger,Pune,Himalayan Forest,summer,night,Ranthambore National Park,Insectivore,Caves,One of the world's most elusive animals.,No,
Indian Leopard,Shimla,Thorn Forest,monsoon,night,Periyar Wildlife Sanctuary,Omnivore,Caves,The longest venomous snake in the world.,No,Near Threatened
Blackbuck,Nagpur,Himalayan Forest,summer,night,Kaziranga National Park,Insectivore,Dense Trees,Can leap over 20 feet in a single bound.,No,Least Concern
Indian Star Tortoise,Hyderabad,Tropical Rainforest,monsoon,night,Jim Corbett National Park,Herbivore,Dense Trees,Recognizable by its golden fur.,No,
Gaur,Nagpur,Himalayan Forest,winter,afternoon,Periyar Wildlife Sanctuary,Carnivore,Water Bodies,Can communicate using low-frequency rumbles.,No,
Red Panda,Guwahati,Deciduous Forest,winter,night,Sundarbans,Omnivore,Grasslands,Can leap over 20 feet in a single bound.,No,
Indian Elephant,Jaipur,Tropical Rainforest,monsoon,afternoon,Gir Forest,Omnivore,Water Bodies,Uses its long tongue to extract termites from nests.,No,
Sloth Bear,Pune,Thorn Forest,winter,afternoon,Jim Corbett National Park,Carnivore,Burrows,Can communicate using low-frequency rumbles.,No,Near Threatened
Gaur,Shimla,Himalayan Forest,monsoon,night,Jim Corbett National Park,Omnivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
Bengal Tiger,Jaipur,Tropical Rainforest,monsoon,night,Kaziranga National Park,Carnivore,Grasslands,Can communicate using low-frequency rumbles.,No,
Indian Cobra,Dehradun,Mangrove,summer,morning,Jim Corbett National Park,Omnivore,Grasslands,Largest species of wild cattle.,No,
Gaur,Nagpur,Thorn Forest,winter,morning,Sundarbans,Omnivore,Dense Trees,Its venom is neurotoxic and highly potent.,No,
Indian Elephant,Kolkata,Mangrove,monsoon,afternoon,Hemis National Park,Insectivore,Grasslands,Can communicate using low-frequency rumbles.,No,
Indian Star Tortoise,Mumbai,Mangrove,monsoon,afternoon,Hemis National Park,Herbivore,Grasslands,One of the world's most elusive animals.,No,
Blackbuck,Bengaluru,Himalayan Forest,monsoon,night,Nagarhole National Park,Omnivore,Dense Trees,Can communicate using low-frequency rumbles.,No,Least Concern
Gaur,Jaipur,Thorn Forest,monsoon,night,Jim Corbett National Park,Omnivore,Burrows,Recognizable by its golden fur.,No,
Golden Langur,Shimla,Himalayan Forest,winter,afternoon,Jim Corbett National Park,Carnivore,Burrows,One of the world's most elusive animals.,No,
King Cobra,Bengaluru,Mangrove,summer,morning,Kaziranga National Park,Omnivore,Grasslands,Can run at speeds of up to 80 km/h.,No,
One-Horned Rhinoceros,Mumbai,Thorn Forest,summer,night,Hemis National Park,Insectivore,Grasslands,The longest venomous snake in the world.,No,Near Threatened
King Cobra,Mumbai,Tropical Rainforest,monsoon,night,Sundarbans,Herbivore,Water Bodies,Has a beautifully patterned shell for camouflage.,No,
