name,Scientific Name,Endemic Status,Conservation Status,forest,city,Region,Unique Fact,Season,active
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Bangalore,South India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,winter,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,afternoon
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Guwahati,Northeast India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,winter,night
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Bhopal,Central India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,summer,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bhopal,Central India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",monsoon,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Hyderabad,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bangalore,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,summer,morning
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,winter,night
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Guwahati,Northeast India,Commonly found near human habitation; known for their adaptability.,winter,morning
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Chennai,South India,Commonly found near human habitation; known for their adaptability.,summer,afternoon
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Mumbai,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Mumbai,West India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Kolkata,East India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,morning
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Bangalore,South India,Commonly found near human habitation; known for their adaptability.,winter,night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Bhopal,Central India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,monsoon,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Kolkata,East India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,afternoon
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Mumbai,West India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,winter,afternoon
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Delhi,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,summer,night
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Delhi,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,winter,afternoon
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,summer,afternoon
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Shimla,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Guwahati,Northeast India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",monsoon,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Mumbai,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",monsoon,afternoon
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,winter,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,summer,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Kolkata,East India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,morning
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Delhi,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,monsoon,morning
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Shimla,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Guwahati,Northeast India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",summer,afternoon
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Chennai,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,monsoon,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Jaipur,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,morning
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bhopal,Central India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",summer,morning
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Chennai,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bangalore,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",summer,afternoon
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Delhi,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,morning
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bhopal,Central India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,afternoon
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Jaipur,West India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,summer,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Mumbai,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",monsoon,afternoon
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Hyderabad,South India,Commonly found near human habitation; known for their adaptability.,monsoon,night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Delhi,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,summer,night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Jaipur,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,afternoon
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Bangalore,South India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Delhi,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,summer,afternoon
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Bangalore,South India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,afternoon
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Shimla,North India,Commonly found near human habitation; known for their adaptability.,winter,night
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Jaipur,West India,Commonly found near human habitation; known for their adaptability.,summer,afternoon
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Guwahati,Northeast India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Hyderabad,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,summer,night
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Chennai,South India,Commonly found near human habitation; known for their adaptability.,monsoon,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Chennai,South India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,afternoon
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,monsoon,night
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Guwahati,Northeast India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",winter,night
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Shimla,North India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Shimla,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,winter,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Mumbai,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",monsoon,night
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Kolkata,East India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,summer,night
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Guwahati,Northeast India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,summer,afternoon
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Delhi,North India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,summer,morning
House Sparrow,Passer domesticus,No,Least Concern,Urban and Rural Areas,Mumbai,West India,Commonly found near human habitation; known for their adaptability.,summer,afternoon
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Guwahati,Northeast India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,monsoon,morning
Indian Peafowl,Pavo cristatus,Yes,Least Concern,Forests and Farmlands,Guwahati,Northeast India,National bird of India. Males are known for their vibrant plumage and elaborate courtship displays.,monsoon,afternoon
Himalayan Monal,Lophophorus impejanus,No,Least Concern,Himalayan Forests,Jaipur,West India,The male has a strikingly colorful plumage; it's the state bird of Uttarakhand.,winter,afternoon
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Kolkata,East India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",summer,morning
Nicobar Pigeon,Caloenas nicobarica,No,Near Threatened,Coastal Forests,Delhi,North India,Closest living relative to the extinct dodo; found in the Nicobar Islands.,monsoon,morning
Great Indian Bustard,Ardeotis nigriceps,Yes,Critically Endangered,Grasslands,Jaipur,West India,"One of the heaviest flying birds, now critically endangered due to habitat loss.",summer,night
